,entryID,travelerNames,gender,dates,events,origin,travels,birthDate,deathDate,occ_events,edu_events
5175,4258.0,Schutz,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5176,4259.0,Schutz,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5179,4262.0,Hugh Scott,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5182,4264.0,John Scott,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5188,4271.0,Henry Scrope,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5190,4276.0,Dennis Scully,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5193,4280.0,Robert Sedgwick,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5196,4285.0,Semmes,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5197,4287.0,John Sempill,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5200,4290.0,Jack Serces,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5220,4305.0,Edmund Shallett,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5221,4306.0,Thomas Shallett,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5224,4311.0,Shard,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5225,4312.0,Sharon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5227,4316.0,Sharral,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5228,4317.0,John Shaw,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5232,4326.0,William Sheldon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5233,4327.0,Sheldon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5235,4330.0,Shelley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5236,4331.0,William Shelling,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5237,4333.0,William Shephard,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5238,4334.0,Capt. Shepherd,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5240,4339.0,Michael Sheridan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5242,4342.0,Sherron,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5244,4348.0,Capt. Shirley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5245,4349.0,Samuel Short,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5251,4362.0,Capt. Simpson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5253,4364.0,Sims,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5255,4367.0,Lawrence Sinclair,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5256,4368.0,J. Sisson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5257,4371.0,Skeffington,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5258,4372.0,Skelly,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5259,4374.0,Andrew Skiddy,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5260,4375.0,Henry Skillicorne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5263,4379.0,Skipp,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5267,4382.0,Sir Fullwar Skipwith,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5268,4383.0,George Bridges Skipwith,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5273,4389.0,Chambers Slaughter,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5274,4390.0,Charles Slezer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5275,4391.0,Slingsby,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5279,4394.0,William Sloane,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5280,4395.0,Charles Sloman,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5281,4396.0,Capt. Smart,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5282,4397.0,Rev. Smelt,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5286,4402.0,Capt. Bartlett Smith,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5289,4408.0,Erasmus Smith,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5290,4409.0,Francis Smith,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5292,4413.0,James Smith,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5297,4419.0,Nathaniel Smith,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5299,4421.0,Robert Smith,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5300,4422.0,Robert Smith,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5313,4436.0,David Smyth,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5314,4438.0,James Smyth,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5315,4440.0,John Richmond Smyth,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5317,4442.0,Smyth,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5323,4449.0,Edward Solly,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5326,4455.0,Somerville,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5327,4458.0,Southcot,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5328,4459.0,Thomas Southcott,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5329,4460.0,Southcott,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5334,4466.0,John Spackman,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5335,4467.0,Sparron,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5336,4468.0,Sparrow,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5340,4474.0,John Spencer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5352,4478.0,Capt. Spencer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5359,4485.0,William Stafford,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5367,4500.0,George Stanley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5372,4506.0,Stanley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5373,4507.0,Thomas Stanton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5375,4510.0,Daniel Stapleton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5380,4513.0,Staunton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5386,4520.0,Samuel Stephens,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5393,4527.0,Sterling,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5405,4542.0,Arthur Stewart,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5409,4547.0,John Stewart,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5417,4556.0,Capt. Stewart,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5419,4558.0,Robert Stiell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5420,4560.0,James Stirling,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5428,4572.0,Story,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5435,4586.0,Stranger,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5439,4590.0,Alexander Straton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5440,4591.0,Stretton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5450,4601.0,Archibald Stuart,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5452,4604.0,Charles Stuart,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5462,4615.0,William Stuart,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5466,4620.0,George Studerson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5470,4626.0,Patrick Suidre,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5475,4630.0,Dr Sullivan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5480,4636.0,Surdeville [Capt. James?],Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
5483,4644.0,Capt. Sutherland,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
