,entryID,travelerNames,gender,dates,events,origin,travels,birthDate,deathDate,occ_events,edu_events
1953,194.0,John Martin Baker,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1955,196.0,Anthony Balam,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1960,202.0,Maj. Balfour,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1961,203.0,Balfour,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1963,206.0,Robert Ball,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1966,209.0,Samuel Balle,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1967,210.0,Thomas Balle,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1969,215.0,Bamfield,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1970,216.0,Bamford,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1974,223.0,Barbaud,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1977,227.0,B. Barckley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1980,232.0,Barham,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1982,234.0,Fr. Edward Barker,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1984,236.0,George Barker,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1997,254.0,Dr Barne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1998,255.0,Capt. James Barnes,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
1999,256.0,Barnes,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2000,258.0,Barre,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2005,267.0,M.S. Lewis Barry,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2009,270.0,Barry,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2011,273.0,Barton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2012,274.0,Barty,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2018,281.0,Bateman,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2020,283.0,William Bates,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2021,284.0,William Bates,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2024,288.0,Dr Bath,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2025,289.0,Bath,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2028,296.0,Joseph Batson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2029,298.0,John Gray Battia,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2034,303.0,John Bayly,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2035,304.0,Bayly,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2036,305.0,Bayne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2037,308.0,Capt. Beach,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2038,309.0,Beach,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2043,315.0,Capt. Beauchamp,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2063,336.0,John Becques,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2064,339.0,Dr John Bedford,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2069,346.0,Belgarde,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2072,349.0,William Bellamy,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2080,356.0,Belson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2084,360.0,Thomas Bennet,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2089,365.0,Benson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2091,369.0,John Bentley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2092,372.0,Benyon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2093,373.0,Joseph Berens,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2097,383.0,Berkley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2098,384.0,Maj. Berkley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2102,388.0,Bernardiston,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2103,391.0,James Berry,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2107,394.0,Berry,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2110,399.0,Richard Bertram,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2111,400.0,J. Beverley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2124,420.0,Charles Bird,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2125,421.0,Christopher Bird,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2131,427.0,Edward Birmingham,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2138,431.0,Bishopp,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2139,433.0,Bisset,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2145,437.0,Blackall,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2146,438.0,John Blackburn,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2147,439.0,Blackburn,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2149,441.0,B. Blackden,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2154,444.0,Blackhal,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2161,450.0,Robert Blair,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2163,452.0,Richard Blake,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2164,453.0,Thomas Blake,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2165,454.0,Blake,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2168,460.0,Mathew Blaquiere,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2173,469.0,Blomer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2174,470.0,Peter Blondel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2176,472.0,Bloome,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2190,486.0,Boner,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2191,488.0,Thomas Boone,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2195,497.0,Capt. Born,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2197,503.0,Boscomb,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2201,516.0,Thomas Bourchier,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2202,519.0,Dr Edward Bouverie,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2204,523.0,Bowater,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2207,528.0,Bowers,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2208,530.0,Robert Bowes,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2210,534.0,Bowyer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2211,535.0,Boycott,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2215,538.0,Arthur Boyer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2219,545.0,Col. Braddyll,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2222,550.0,Brailey,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2225,558.0,Brand,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2232,569.0,Robert Brice,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2234,571.0,Thomas Bride,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2238,580.0,John Briggs,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2239,581.0,Briggs,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2240,582.0,George Bright,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2245,589.0,Daniel Bristow,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2246,590.0,Richard Bristow,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2247,593.0,Lewis Briton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2249,596.0,John Brock,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2250,606.0,Bromley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2261,618.0,Brooks,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2267,624.0,Broughton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2268,628.0,Henry Brown,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2269,629.0,John Brown,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2270,631.0,John Brown,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2271,633.0,Murdoch Brown,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2283,642.0,Charles Browne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2285,646.0,William Browne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2290,648.0,Browne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2291,651.0,Brownlow,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2293,653.0,Antony Bruce,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2297,657.0,Dr John Bruce,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2307,669.0,Bryce,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2314,677.0,Buckholm,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2316,684.0,Edward Buckley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2321,692.0,Bulstrode,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2322,696.0,Bunion,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2323,697.0,Louis Bunting,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2324,701.0,Tom Burford,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2329,711.0,Burnaby,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2330,715.0,Capt. Nathaniel Burslem,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2336,724.0,Butcher,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2344,736.0,Abbé Butler,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2346,738.0,Button,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2347,739.0,Buxton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2353,751.0,James Caddan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2361,755.0,John Daniel Cailer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2369,759.0,Alexander Calderwood,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2371,763.0,Edward Calender,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2376,771.0,Ewen Cameron,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2379,774.0,Col. Cameron,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2381,776.0,John Camfield,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2384,779.0,Brig. Colin Campbell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2390,786.0,Campion,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2395,789.0,Cantillion,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2397,791.0,Capt. Jonathan Capel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2398,792.0,Capel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2400,794.0,Capithorne,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2403,800.0,Capt. Carleton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2410,814.0,Charles Carol,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2415,821.0,Carr,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2416,822.0,C.B. Carrard,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2417,823.0,Carre,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2418,824.0,Carrington,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2420,827.0,Mark Carse,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2427,835.0,Cary,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2430,837.0,Casamajor,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2432,839.0,Casenave,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2433,840.0,Casleton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2434,841.0,Cassidy,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2437,845.0,Cast,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2440,849.0,Phillip Castleton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2447,861.0,Henry Cavendish,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2457,873.0,Chaloner,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2458,874.0,Chalot,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2459,876.0,Godfrey Chamberlain,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2466,886.0,Champion,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2467,887.0,Champney,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2487,925.0,John Chichester,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2494,935.0,Samuel Churchill,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2499,939.0,Dr Cicery,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2501,943.0,Clare,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2503,949.0,Clarges,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2508,954.0,Maj. Clark,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2515,959.0,Maj. Edward Clarke,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2516,962.0,James Clarke,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2523,970.0,Clavering,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2524,971.0,Thomas Clay,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2525,975.0,John Cleathing,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2529,978.0,James Cleich,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2530,979.0,Cleiton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2539,992.0,Cleveret,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2549,1000.0,Capt. Clifton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2551,1003.0,Clinton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2556,1007.0,Clive,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2557,1008.0,Coade,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2562,1013.0,Cochran,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2563,1015.0,Dr Cock,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2564,1017.0,James Cockburn,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2570,1023.0,Codrington,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2571,1025.0,Edmond Cogland,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2572,1028.0,Edward Coke,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2575,1038.0,Capt. Cole,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2576,1039.0,John Colebrooke,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2577,1041.0,Colebrooke,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2580,1046.0,Coles,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2587,1055.0,John Collins,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2590,1056.0,John Collins,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2592,1060.0,Charles Collinson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2593,1061.0,Collinson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2598,1065.0,Colman,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2602,1066.0,William Colt,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2603,1067.0,Coltrick,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2610,1076.0,Compton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2611,1077.0,C. Congleton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2612,1078.0,Conisay,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2613,1082.0,Charles Conry,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2623,1097.0,William Conyers,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2624,1099.0,Benjamin Cook,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2625,1100.0,Miles Cook,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2627,1104.0,G. Cooke,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2630,1106.0,Peter Coombes,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2631,1107.0,William Coope,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2633,1109.0,Frederick Cooper,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2634,1110.0,George Cooper,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2635,1111.0,Peter Cooper,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2637,1114.0,Robert Cooper,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2638,1115.0,Cooper,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2640,1120.0,Jonathan Cope,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2644,1125.0,Lt. Rudolph Copley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2649,1128.0,Francis Coppin,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2656,1139.0,Matthew Cort,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2658,1141.0,Richard Cosgrave,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2659,1142.0,Thomas Cosin,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2666,1150.0,John Cotton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2669,1153.0,William Cotton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2671,1155.0,Counter,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2685,1175.0,Chev. Crafton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2686,1177.0,John Craig,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2696,1190.0,Crawford,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2699,1195.0,Creech,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2703,1200.0,Capt. Cresner,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2709,1206.0,Richard Cresswell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2714,1216.0,Cross,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2717,1224.0,Crowley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2725,1231.0,William Cullen,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2726,1232.0,Philip Cullin,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2731,1237.0,Cundill,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2733,1239.0,David Cuninghame,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2738,1244.0,Cunningham,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2740,1250.0,Curry,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2746,1254.0,John Cuthbert,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2748,1256.0,Charles Cutler,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2749,1257.0,Cutler,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2753,1265.0,Robert Dall,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2759,1277.0,Dalton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2760,1278.0,Dalton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2765,1290.0,Daniel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2774,1297.0,Darley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2776,1309.0,Dashwood,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2784,1314.0,Daniel Davenport,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2790,1319.0,Davington,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2791,1320.0,Charles Davis,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2792,1322.0,John Davis,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2795,1325.0,Davis,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2797,1326.0,Nathaniel Davison,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2798,1327.0,Patrick Davison,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2800,1329.0,David Davy,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2802,1335.0,Dawkins,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2803,1338.0,Francis Dawson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
