index	education	from	to	degree	degreeDate	teacher	institution	place
3066	Eton						Eton College School	Eton
3066	Ch.Ch. Oxf.	1726					Church Christ College, Oxford	Oxford
3067	Balliol Oxf.	1781					Balliol College, Oxford	Oxford
3068	Besançon							Besançon
3069	Eton						Eton College School	Eton
3069	Ch.Ch. Oxf.	1761					Church Christ College, Oxford	Oxford
3076	L.Inn	1753					Lincoln's Inn	London
3089	Ch.Ch. Oxf.	1759					Church Christ College, Oxford	Oxford
3100	Eton						Eton College School	Eton
3100	Leiden U.	1737					Leiden University	Leiden
3110	Leiden U.	1728					Leiden University	Leiden
3112	Foulis Academy						Foulis Academy of Fine Arts	Glasgow
3123	Edinburgh U.						Edinburgh University	Edinburgh
3125	Dublin Society Schools of Drawing						Dublin Society Schools of Drawing	Dublin
3142	Corpus Oxf.	1744					Corpus Christi College, Oxford	Oxford
3148	Corpus Camb.	1775					Corpus Christi College, Cambridge	Cambridge
3149	Edinburgh U.	1721					Edinburgh University	Edinburgh
3152	Leiden U.	1765					Leiden University	Leiden
3152	Winchester						Winchester College School	Winchester
3152	Merton Oxf.	1763					Merton College, Oxford	Oxford
3155	Westminster						Westminster School	Westminster, London
3157	Merton Oxf.	1782					Merton College, Oxford	Oxford
3158	St Paul's						St Paul's School	London
3158	Trin. Camb.	1678					Trinity College, Cambridge	Cambridge
3162	Harrow						Harrow School	London
3162	Winchester						Winchester College School	Winchester
3169	Clare Hall Camb.						Clare Hall College, Cambridge	Cambridge
3170	Charterhouse						Charterhouse School	Godalming
3170	Peterhouse Camb.	1760					Peterhouse College, Cambridge	Cambridge
3173	King's Camb.						King's College, Cambridge	Cambridge
3173	King's Camb.			BA	1703		King's College, Cambridge	Cambridge
3175	Caen acad.						Caen Military Academy	Caen 
3179	Ch.Ch. Oxf.	1736					Church Christ College, Oxford	Oxford
3187	Winchester						Winchester College School	Winchester
3190	London					Edward Burch		London
3194	Eton						Eton College School	Eton
3200						Scougall		
3200						Kneller		
3206	London	1752				Allan Ramsay		London
3215	Emmanuel Camb.	1752					Emmanuel College, Cambridge	Cambridge
3219	Corpus Camb.	1758					Corpus Christi College, Cambridge	Cambridge
3229		1739				Ramsay		
3233	Trin. Camb.	1763					Trinity College, Cambridge	Cambridge
3235	Leiden U.	1718					Leiden University	Leiden
3240	Ch.Ch. Oxf.	1765					Church Christ College, Oxford	Oxford
3241	Foulis Academy						Foulis Academy of Fine Arts	Glasgow
3250	Eton						Eton College School	Eton
3250	Sidney Sussex Camb.	1770					Sidney Sussex College, Cambridge	Cambridge
3253	Winchester						Winchester College School	Winchester
3253	Queen's Oxf.	1739					Queen's College, Oxford	Oxford
3258	Dublin U.			BA	1762		Trinity College Dublin	Dublin
3265	Charterhouse						Charterhouse School	Godalming
3265	Emmanuel Camb.	1776					Emmanuel College, Cambridge	Cambridge
3265	L.Inn	1780					Lincoln's Inn	London
3282	Ch.Ch. Oxf.	1665					Church Christ College, Oxford	Oxford
3287	Harrow						Harrow School	London
3287	Christ's Camb.	1771					Christ's College, Cambridge	Cambridge
3287	L.Inn	1770					Lincoln's Inn	London
3290	Trin. Oxf.	1714					Trinity College, Oxford	Oxford
3299	St Omer College						St Omer College School	St Omer
3299	Liège							Liège
3305	Westminster						Westminster School	Westminster, London
3305	Ch.Ch. Oxf.	1728					Church Christ College, Oxford	Oxford
3310	Trin. Camb.	1700					Trinity College, Cambridge	Cambridge
3310				DD	1717			
3313	Eton						Eton College School	Eton
3319	Emmanuel Camb.	1721					Emmanuel College, Cambridge	Cambridge
3319	M.Temple	1723					Middle Temple	London
3328	Hackney						Newcome's School	Hackney
3328	Trin. Hall Camb.	1761					Trinity Hall College, Cambridge	Cambridge
3328	M.Temple	1757					Middle Temple	London
3332	Pembroke Camb.	1715					Pembroke College, Cambridge	Cambridge
3332				MA	1722			
3345				MB	1770			
3345				MD	1776			
3356	Edinburgh U.						Edinburgh University	Edinburgh
3356	Leiden U.	1731					Leiden University	Leiden
3356	Paris	1731						Paris
3356	M.Temple	1734					Middle Temple	London
3361	I.Temple	1772					Inner Temple	London
3371	Eton						Eton College School	Eton
3371	St John's Camb.	1776					St John's College, Cambridge	Cambridge
3379	Trin. Hall Camb.	1713					Trinity Hall College, Cambridge	Cambridge
3384	St John's Oxf.	1733					St John's College, Oxford	Oxford
3384				MD	1747			
3386	Ch.Ch. Oxf.	1708					Church Christ College, Oxford	Oxford
3387	Eton						Eton College School	Eton
3390	Westminster						Westminster School	Westminster, London
3390	Trin. Camb.	1693					Trinity College, Cambridge	Cambridge
3390	M.Temple	1693					Middle Temple	London
3390	I.Temple	1706					Inner Temple	London
3391	Leiden U.	1741					Leiden University	Leiden
3391	Westminster						Westminster School	Westminster, London
3394	Eton						Eton College School	Eton
3413	Paris							Paris
3413	London							London
3413	Glasgow			MD	1770			Glasgow
3414	Pembroke Oxf.	1745					Pembroke College, Oxford	Oxford
3424	Trustees' Academy						Trustees Drawing Academy	Edinburgh
3426	Queens' Camb.	1723					Queen's College, Cambridge	Cambridge
3429	Edinburgh U.	1761					Edinburgh University	Edinburgh
3429	Edinburgh U.			MD	1763		Edinburgh University	Edinburgh
3434	Corpus Oxf.	1724					Corpus Christi College, Oxford	Oxford
3440	Eton						Eton College School	Eton
3440	Harrow						Harrow School	London
3440	Ch.Ch. Oxf.	1778					Church Christ College, Oxford	Oxford
3442	Eton						Eton College School	Eton
3442	Ch.Ch. Oxf.	1790					Church Christ College, Oxford	Oxford
3446	Eton						Eton College School	Eton
3446	St John's Camb.	1753					St John's College, Cambridge	Cambridge
3449	Yale U.	1743					Yale University	New Haven
3452	Manchester GS						Manchester Grammar School	Manchester
3452	St John's Camb.	1789					St John's College, Cambridge	Cambridge
3456	Glasgow U.	1748					Glasgow University	Glasgow
3456	Leiden U.	1751					Leiden University	Leiden
3461	Westminster						Westminster School	Westminster, London
3461	Ch.Ch. Oxf.	1751					Church Christ College, Oxford	Oxford
3462	Westminster						Westminster School	Westminster, London
3462	Ch.Ch. Oxf.	1720					Church Christ College, Oxford	Oxford
3468	Ch.Ch. Oxf.	1763					Church Christ College, Oxford	Oxford
3472	Harrow						Harrow School	London
3472	Winchester						Winchester College School	Winchester
3481				BA	1734			
3481				MA	1744			
3489	Glasgow U.	1710					Glasgow University	Glasgow
3493	Westminster						Westminster School	Westminster, London
3498	Edinburgh U.	1732					Edinburgh University	Edinburgh
3498	Leiden U.	1735					Leiden University	Leiden
3508	Westminster						Westminster School	Westminster, London
3508	Oriel Oxf.	1758					Oriel College, Oxford	Oxford
3508	L.Inn	1761					Lincoln's Inn	London
3511	Christ's Camb.	1695					Christ's College, Cambridge	Cambridge
3511	L.Inn	1695					Lincoln's Inn	London
3512	Eton						Eton College School	Eton
3512	Ch.Ch. Oxf.	1781					Church Christ College, Oxford	Oxford
3527	Trustees' Academy						Trustees Drawing Academy	Edinburgh
3535	Douai	1722					Douai College	Douai
3540	M.Temple	1733					Middle Temple	London
3545	Eton						Eton College School	Eton
3545	Merton Oxf.	1768					Merton College, Oxford	Oxford
3546	Edinburgh	1772	1776					Edinburgh
3548	Queens' Camb.	1754					Queen's College, Cambridge	Cambridge
3552	Westminster						Westminster School	Westminster, London
3552	Univ. Coll. Oxf.	1736					University College, Oxford	Oxford
3556	Ch.Ch. Oxf.	1699					Church Christ College, Oxford	Oxford
3561	St Mary Hall Oxf.	1665					St Mary's Hall College, Oxford	Oxford
3561	Merton Oxf.			DCL	1678		Merton College, Oxford	Oxford
3564						William Jones		
3567	Trin. Hall Camb.	1760					Trinity Hall College, Cambridge	Cambridge
3567	L.Inn	1758					Lincoln's Inn	London
3573	Trin. Camb.	1712					Trinity College, Cambridge	Cambridge
3573				LLB	1717			
3575	Eton						Eton College School	Eton
3583	Westminster						Westminster School	Westminster, London
3584	Eton						Eton College School	Eton
3584	BNC Oxf.	1763					Brasenose College, Oxford	Oxford
3586						William Shipley		
3586	D. of Richmond's Gallery						Duke of Richmond's Cast Gallery	London
3593	Trin. Camb.	1760					Trinity College, Cambridge	Cambridge
3595	Eton						Eton College School	Eton
3595	Trin. Oxf.	1721					Trinity College, Oxford	Oxford
3596	Eton						Eton College School	Eton
3596	Trin. Oxf.	1749					Trinity College, Oxford	Oxford
3597	Eton						Eton College School	Eton
3597	Ch.Ch. Oxf.	1782					Church Christ College, Oxford	Oxford
3600	Magd. Camb.	1691					Magdalene College, Cambridge	Cambridge
3603	Westminster						Westminster School	Westminster, London
3603	Ch.Ch. Oxf.	1755					Church Christ College, Oxford	Oxford
3604	RA Schools						Royal Academy Schools	London
3605	Westminster						Westminster School	Westminster, London
3605	Ch.Ch. Oxf.	1763					Church Christ College, Oxford	Oxford
3610	St Martin's Lane Academy						St Martin's Lane Academy	London
3611	Harrow						Harrow School	London
3611	St John's Camb.	1759					St John's College, Cambridge	Cambridge
3611	M.Temple	1755					Middle Temple	London
3614	Ch.Ch. Oxf.	1784					Church Christ College, Oxford	Oxford
3614				MA	1792			
3623	Westminster						Westminster School	Westminster, London
3643	Aberdeen U.	1756					Aberdeen University	Aberdeen
3647	Eton						Eton College School	Eton
3647	Corpus Oxf.	1714					Corpus Christi College, Oxford	Oxford
3648	Eton						Eton College School	Eton
3668	Eton						Eton College School	Eton
3668	King's Camb.	1765					King's College, Cambridge	Cambridge
3668	L.Inn	1769					Lincoln's Inn	London
3673	Eton						Eton College School	Eton
3673	King's Camb.	1748					King's College, Cambridge	Cambridge
3676	France							France
3676	Ch.Ch. Oxf.	1679					Church Christ College, Oxford	Oxford
3682	St John's Camb.	1706					St John's College, Cambridge	Cambridge
3684	Ch.Ch. Oxf.	1760					Church Christ College, Oxford	Oxford
3688	Eton						Eton College School	Eton
3688	Trin. Camb.	1793					Trinity College, Cambridge	Cambridge
3691						John Brown		
3691	RA Schools	1788					Royal Academy Schools	London
3700	Magd. Camb.						Magdalene College, Cambridge	Cambridge
3700	Corpus Camb.	1784					Corpus Christi College, Cambridge	Cambridge
3705	Westminster						Westminster School	Westminster, London
3705	Ch.Ch. Oxf.	1787					Church Christ College, Oxford	Oxford
3706	Oxf.			MA				Oxford
3707	St Martin's Lane Academy						St Martin's Lane Academy	London
3708	St Martin's Lane Academy						St Martin's Lane Academy	London
3711	Pemb. Camb.	1753					Pembroke College, Cambridge	Cambridge
3717	Clare Camb.	1757					Clare College, Cambridge	Cambridge
3726						Wilton		
3726						Cipriani		
3728	Caen							Caen 
3728	Ch.Ch. Oxf.	1773					Church Christ College, Oxford	Oxford
3730	Clare Camb.	1715					Clare College, Cambridge	Cambridge
3730	Corpus Camb.	1718					Corpus Christi College, Cambridge	Cambridge
3731	Ch.Ch. Oxf.	1753					Church Christ College, Oxford	Oxford
3733	Duke of Richmond's gallery						Duke of Richmond's Cast Gallery	London
3733	Chichester					Smith brothers		
3741	Magd. Oxf.	1774					Magdalene College, Oxford	Oxford
3741				DD	1798			
3742	L.Inn	1766					Lincoln's Inn	London
3747	St Martin's Lane Academy						St Martin's Lane Academy	London
3747	Duke of Richmond's gallery						Duke of Richmond's Cast Gallery	London
3747	RA Schools	1769					Royal Academy Schools	London
3747		1766				Reynolds		
3749	St Martin's Lane Academy						St Martin's Lane Academy	London
3749	Duke of Richmond's gallery						Duke of Richmond's Cast Gallery	London
3753	Oxf.			MB				Oxford
3753	Oxf.			MB	1790			Oxford
3762	Exeter						Exeter College, Oxford	Oxford
3762	London					Dr Mead		London
3770	Germany	1768	1771					Germany
3774	St John's Oxf.	1763					St John's College, Oxford	Oxford
3774	St John's Oxf.			MA	1766		St John's College, Oxford	Oxford
3782	Eton						Eton College School	Eton
3788	Eton						Eton College School	Eton
3788	Pembroke Camb.	1771					Pembroke College, Cambridge	Cambridge
3790	Eton						Eton College School	Eton
3792	Westminster						Westminster School	Westminster, London
3792	Clare Camb.	1745					Clare College, Cambridge	Cambridge
3793	Westminster						Westminster School	Westminster, London
3793	Clare Camb.	1773					Clare College, Cambridge	Cambridge
3795	Eton						Eton College School	Eton
3795	King's Camb.	1772					King's College, Cambridge	Cambridge
3799	Eton						Eton College School	Eton
3801	Eton						Eton College School	Eton
3801	Clare Camb.	1776					Clare College, Cambridge	Cambridge
3805	Trin. Camb.	1754					Trinity College, Cambridge	Cambridge
3808						Hudson		
3809	New Coll. Oxf.	1788					New College, Oxford	Oxford
3810	Winchester						Winchester College School	Winchester
3810	Clare Camb.	1753					Clare College, Cambridge	Cambridge
3810	L.Inn	1762					Lincoln's Inn	London
3812	Ch.Ch. Oxf.						Church Christ College, Oxford	Oxford
3812	Ch.Ch. Oxf.			BA	1764		Church Christ College, Oxford	Oxford
3813	Westminster						Westminster School	Westminster, London
3813	Magd. Oxf.	1699					Magdalene College, Oxford	Oxford
3814	Edinburgh			MD	1780			Edinburgh
3815	Eton						Eton College School	Eton
3821	St John's Oxf.	1693					St John's College, Oxford	Oxford
3830	Scots. Coll. Paris	1686					Scots College, University of Paris	Paris
3832	Westminster						Westminster School	Westminster, London
3832	Ch.Ch. Oxf.	1674					Church Christ College, Oxford	Oxford
3833	Ch.Ch. Oxf.	1710					Church Christ College, Oxford	Oxford
3833	Leiden U.			MD	1724		Leiden University	Leiden
3835	Dublin					Robert West		Dublin
3835	London					Hudson		London
3835	Exeter Oxf.	1779					Exeter College, Oxford	Oxford
3844	Oxf.			BA	1744			Oxford
3848	Magd. Oxf.	1724					Magdalene College, Oxford	Oxford
3849	Pembroke Oxf.	1720					Pembroke College, Oxford	Oxford
3849	L.Inn	1721					Lincoln's Inn	London
3852	Pembroke Oxf.	1761					Pembroke College, Oxford	Oxford
3866	Ch.Ch. Oxf.	1681					Church Christ College, Oxford	Oxford
3866	I.Temple	1863					Inner Temple	London
3870	Westminster						Westminster School	Westminster, London
3870	Ch.Ch. Oxf.	1725					Church Christ College, Oxford	Oxford
3886	Winchester						Winchester College School	Winchester
3886	Magd. Oxf.	1737					Magdalene College, Oxford	Oxford
3887	Queen's Oxf.	1722					Queen's College, Oxford	Oxford
3889	Marylebone						Marylebone School	Marylebone
3889	Clare Camb.	1754					Clare College, Cambridge	Cambridge
3890	Charterhouse						Charterhouse School	Godalming
3896						Richard Wilson		
3908	RA schools	1773					Royal Academy Schools	London
3909	Eton						Eton College School	Eton
3911	Eton						Eton College School	Eton
3911	Ch.Ch. Oxf.	1783					Church Christ College, Oxford	Oxford
3914	Corpus Oxf.	1720					Corpus Christi College, Oxford	Oxford
3919	Ch.Ch. Oxf.						Church Christ College, Oxford	Oxford
3919	Ch.Ch. Oxf.			MA	1717		Church Christ College, Oxford	Oxford
3921	Vanderbank academy	1720					Vanderbank's Academy in St Martin's Lane	London
3925	Pembroke Camb.	1760					Pembroke College, Cambridge	Cambridge
3927	Queen's Oxf.	1761					Queen's College, Oxford	Oxford
3927	L.Inn	1772					Lincoln's Inn	London
3935	Ch.Ch. Oxf.	1777					Church Christ College, Oxford	Oxford
3938	Eton						Eton College School	Eton
3957	Eton						Eton College School	Eton
3975	Trin. Oxf.	1724					Trinity College, Oxford	Oxford
3979	St John's Camb.	1698					St John's College, Cambridge	Cambridge
3979	L.Inn	1695	1696				Lincoln's Inn	London
3981	St Paul's						St Paul's School	London
3981	St John's Camb.	1704					St John's College, Cambridge	Cambridge
3981	L.Inn	1706					Lincoln's Inn	London
3982	Ch.Ch. Oxf.	1763					Church Christ College, Oxford	Oxford
3985	Clare Camb.	1711					Clare College, Cambridge	Cambridge
3985	M.Temple	1711					Middle Temple	London
3998	Westminster						Westminster School	Westminster, London
3998	Ch.Ch. Oxf.	1700					Church Christ College, Oxford	Oxford
3999	Westminster						Westminster School	Westminster, London
4001						Francis West		
4001	Dublin Society Schools of Drawing	1770	1774				Dublin Society Schools of Drawing	Dublin
4001	RA Schools	1775					Royal Academy Schools	London
4003	Westminster						Westminster School	Westminster, London
4003	St John's Oxf.	1736					St John's College, Oxford	Oxford
4007	Harrow						Harrow School	London
4007	Trin. Dublin	1776					Trinity College Dublin	Dublin
4009	Magd. Oxf.	1769					Magdalene College, Oxford	Oxford
4019						Deuchar		
4027	London	1732	1733			Hysing		London
4028	Edinburgh U.						Edinburgh University	Edinburgh
4029	Westminster						Westminster School	Westminster, London
4036	Harrow						Harrow School	London
4036	Univ. Coll. Oxf.	1771					University College, Oxford	Oxford
4040	St Paul's						St Paul's School	London
4040	Eton						Eton College School	Eton
4040	St John's Oxf.	1708					St John's College, Oxford	Oxford
4040				DCL	1719			
4046	Wadham Oxf.	1705					Wadham College, Oxford	Oxford
4047	Paris	1745				Quentin de la Tour		Paris
4057						Philip Reinagle		
4063		1777	1781			William Chambers		
4070	Clare Camb.	1717					Clare College, Cambridge	Cambridge
4071	Ch.Ch. Oxf.	1742					Church Christ College, Oxford	Oxford
4076	Corpus Camb.	1789					Corpus Christi College, Cambridge	Cambridge
4076				DD	1818			
4085	Westminster						Westminster School	Westminster, London
4085	Leiden U.	1753					Leiden University	Leiden
4094	Geneva U.						University of Geneva	Geneva
4101	Shipley's Art Academy						Shipley's Art Academy	London
4107	RA Schools	1779					Royal Academy Schools	London
4111	Exeter Oxf.	1721					Exeter College, Oxford	Oxford
4111	M.Temple	1722					Middle Temple	London
4113	Westminster						Westminster School	Westminster, London
4113	Christ's Camb.	1755					Christ's College, Cambridge	Cambridge
4126	Eton						Eton College School	Eton
4129	Eton						Eton College School	Eton
4137	St Peter's Camb.	1754					St Peter's College, Cambridge	Cambridge
4138	New Coll. Oxf.	1723					New College, Oxford	Oxford
4140	Kendal					Steele		Kendal
4148	Glasgow U.	1734					Glasgow University	Glasgow
4154	RA Schools	1781					Royal Academy Schools	London
4161	Westminster						Westminster School	Westminster, London
4161	Magd. Oxf.	1768					Magdalene College, Oxford	Oxford
4166	Eton						Eton College School	Eton
4170	Harrow						Harrow School	London
4172	Edinburgh					Robert Norie		Edinburgh
4173						his brother Alexander		
4176	Harrow						Harrow School	London
4176	Eton						Eton College School	Eton
4176	Ch.Ch. Oxf.	1756					Church Christ College, Oxford	Oxford
4182	Edinburgh U.						Edinburgh University	Edinburgh
4190						Ravenet		
4192	Trin. Hall Camb.	1731					Trinity Hall College, Cambridge	Cambridge
4199	Hart Hall Oxf.	1703					Hart Hall, Oxford	Oxford
4199	Lincoln Oxf.	1704					Lincoln College, Oxford	Oxford
4200	Trin. Camb.						Trinity College, Cambridge	Cambridge
4200	Trin. Camb.			MA	1780		Trinity College, Cambridge	Cambridge
4203	Edinburgh U.						Edinburgh University	Edinburgh
4212	Eton						Eton College School	Eton
4214	Eton						Eton College School	Eton
4215	Trin. Camb.	1708					Trinity College, Cambridge	Cambridge
4215	L.Inn	1710					Lincoln's Inn	London
4221	Ch.Ch. Oxf.	1705					Church Christ College, Oxford	Oxford
4222	Westminster						Westminster School	Westminster, London
4223	Eton						Eton College School	Eton
4233	Corpus Camb.	1704					Corpus Christi College, Cambridge	Cambridge
4238	Eton						Eton College School	Eton
4238	Trin. Camb.	1735					Trinity College, Cambridge	Cambridge
4241	New Coll. Oxf.	1711					New College, Oxford	Oxford
4242	Queen's Oxf.	1756					Queen's College, Oxford	Oxford
4242	All Souls Oxf.			BA	1760		All Souls College, Oxford	Oxford
4242	All Souls Oxf.			MA	1763		All Souls College, Oxford	Oxford
4246	Emmanuel Camb.	1691					Emmanuel College, Cambridge	Cambridge
4246	Ch.Ch. Oxf.	1707					Church Christ College, Oxford	Oxford
4272	Ch.Ch. Oxf.	1740					Church Christ College, Oxford	Oxford
4273	Gloucester Hall Oxf.	1695					Gloucester Hall College, Oxford	Oxford
4275	St John's Camb.	1701					St John's College, Cambridge	Cambridge
4275	I.Temple	1700					Inner Temple	London
4281	St John's Oxf.	1707					St John's College, Oxford	Oxford
4281	I.Temple	1709					Inner Temple	London
4284	Eton						Eton College School	Eton
4284	Hart Hall Oxf.	1739					Hart Hall, Oxford	Oxford
4284	Hart Hall Oxf.	1744					Hart Hall, Oxford	Oxford
4284	I.Temple	1739					Inner Temple	London
4292						Dominic Serres		
4293	St Martin's Lane Academy						St Martin's Lane Academy	London
4293						Hayman		
4295	St John's Camb.	1727					St John's College, Cambridge	Cambridge
4297	Westminster						Westminster School	Westminster, London
4297	New Coll. Oxf.	1747					New College, Oxford	Oxford
4300	Univ. Coll. Oxf.	1685					University College, Oxford	Oxford
4300	All Souls Oxf.			BA	1688		All Souls College, Oxford	Oxford
4300	All Souls Oxf.			MD	1700		All Souls College, Oxford	Oxford
4301	Winchester						Winchester College School	Winchester
4302	Winchester						Winchester College School	Winchester
4302	Ch.Ch. Oxf.	1779					Church Christ College, Oxford	Oxford
4313						Cheselden		
4315	Magd. Camb.	1669					Magdalene College, Cambridge	Cambridge
4318	Queen's Oxf.	1711					Queen's College, Oxford	Oxford
4322	Ch.Ch. Oxf.	1755					Church Christ College, Oxford	Oxford
4335	Leiden U.						Leiden University	Leiden
4336	Oxf.			MD	1731			Oxford
4351	Univ. Coll. Oxf.	1769					University College, Oxford	Oxford
4353	Rugby							Rugby
4353	Balliol Oxf.	1768					Balliol College, Oxford	Oxford
4356	Ch.Ch. Oxf.	1726					Church Christ College, Oxford	Oxford
4358	Lincoln Oxf.						Lincoln College, Oxford	Oxford
4358	Lincoln Oxf.			BA	1777		Lincoln College, Oxford	Oxford
4358				MD	1784			
4359	Leiden U.	1737					Leiden University	Leiden
4361	Peterhouse Camb.	1712					Peterhouse College, Cambridge	Cambridge
4369	Shackleton's School					Edmund Burke	Shackleton's School	Ballitore, near Dublin
4370	Trin. Camb.	1774					Trinity College, Cambridge	Cambridge
4370				MA	1781			
4373						George Lambert		
4380	Merton Oxf.	1760					Merton College, Oxford	Oxford
4384	Rugby							Rugby
4384	Trin. Camb.	1754					Trinity College, Cambridge	Cambridge
4386	St John's Oxf.	1738					St John's College, Oxford	Oxford
4392	Trin. Camb.	1757					Trinity College, Cambridge	Cambridge
4392	I.Temple	1755					Inner Temple	London
4398	Great Queen St Acad.						Great Queen Street Academy	London
4403	Pembroke Camb.	1733					Pembroke College, Cambridge	Cambridge
4403				BD	1746			
4406	New Coll. Oxf.	1776					New College, Oxford	Oxford
4406				BD	1791			
4411	St John's Camb.	1709					St John's College, Cambridge	Cambridge
4411	Queen's Oxf.	1711					Queen's College, Oxford	Oxford
4411	St John's Camb.	1709					St John's College, Cambridge	Cambridge
4411	Queen's Oxf.	1711					Queen's College, Oxford	Oxford
4411	I.Temple						Inner Temple	London
4415	Edinburgh U.	1781					Edinburgh University	Edinburgh
4415	Leiden U.			MD	1786		Leiden University	Leiden
4416						Sawrey Gilpin		
4417	Westminster						Westminster School	Westminster, London
4432	Ch.Ch. Oxf.	1730					Church Christ College, Oxford	Oxford
4434	Glasgow U.						Glasgow University	Glasgow
4435	St John's Oxf.						St John's College, Oxford	Oxford
4435	Trin. Dublin			BA	1727		Trinity College Dublin	Dublin
4435	St John's Oxf.			MA	1727		St John's College, Oxford	Oxford
4435	St John's Oxf.			DD	1741		St John's College, Oxford	Oxford
4439	Westminster						Westminster School	Westminster, London
4439	Trin. Camb.	1766					Trinity College, Cambridge	Cambridge
4441	Westminster						Westminster School	Westminster, London
4441	Trin. Camb.	1762					Trinity College, Cambridge	Cambridge
4447	RA Schools	1771	1778				Royal Academy Schools	London
4451	Ch.Ch. Oxf.	1704					Church Christ College, Oxford	Oxford
4454	Balliol Oxf.	1750					Balliol College, Oxford	Oxford
4462	Westminster						Westminster School	Westminster, London
4462	Queen's Oxf.	1721					Queen's College, Oxford	Oxford
4463	Westminster						Westminster School	Westminster, London
4463	Pembroke Camb.	1754					Pembroke College, Cambridge	Cambridge
4469	Magd. Oxf.	1717					Magdalene College, Oxford	Oxford
4472	Eton						Eton College School	Eton
4472	Ch.Ch. Oxf.	1756					Church Christ College, Oxford	Oxford
4473	Harrow						Harrow School	London
4473	Trin. Camb.	1776					Trinity College, Cambridge	Cambridge
4477	Harrow						Harrow School	London
4477	Ch.Ch. Oxf.	1762					Church Christ College, Oxford	Oxford
4482	Exeter Oxf.	1758					Exeter College, Oxford	Oxford
4495	Trin. Oxf.	1688					Trinity College, Oxford	Oxford
4496	Utrecht							Utrecht
4496	Geneva							Geneva
4497	Westminster						Westminster School	Westminster, London
4504	Edinburgh U.	1788					Edinburgh University	Edinburgh
4508	M.Temple	1690					Middle Temple	London
4514	Eton						Eton College School	Eton
4514	Ch.Ch. Oxf.	1765					Church Christ College, Oxford	Oxford
4516	Queen's Oxf.	1744					Queen's College, Oxford	Oxford
4523	Pembroke Camb.	1786					Pembroke College, Cambridge	Cambridge
4526	Ch.Ch. Oxf.	1760					Church Christ College, Oxford	Oxford
4528	Jesus Camb.	1733					Jesus College, Cambridge	Cambridge
4530	Edinburgh U.	1724					Edinburgh University	Edinburgh
4532		1760	1766			William Chambers		
4536	Jesus Camb.	1735					Jesus College, Cambridge	Cambridge
4559	Trin. Camb.	1720					Trinity College, Cambridge	Cambridge
4559				BA	1723			
4562	Aberdeen U.	1754					Aberdeen University	Aberdeen
4566	M.Temple	1719					Middle Temple	London
4571	Westminster						Westminster School	Westminster, London
4571	Ch.Ch. Oxf.	1744					Church Christ College, Oxford	Oxford
4573	Douai						Douai College	Douai
4574	Douai						Douai College	Douai
4582	Ch.Ch. Oxf.	1740					Church Christ College, Oxford	Oxford
4584	Clare Hall Camb.	1753					Clare Hall College, Cambridge	Cambridge
4584	Oxf.			DCL	1793			Oxford
4585	Edinburgh					Richard Cooper		Edinburgh
4585	Rouen					Descamps		Rouen
4585	Paris	1749	1750			Le Bas		Paris
4588	Pembroke Camb.	1755					Pembroke College, Cambridge	Cambridge
4594	Douai	1699	1702				Douai College	Douai
4594	Sorbonne			DD	1712		Collège de Sorbonne, Paris	Sorbonne
4600	Edinburgh HS						Edinburgh High School	Edinburgh
4611	di Graffiani's Academy, London						di Graffiani's Academy	London
4611	Edinburgh U.	1766					Edinburgh University	Edinburgh
4634	Eton						Eton College School	Eton
4634	Trin. Camb.	1734					Trinity College, Cambridge	Cambridge
4635	I.Temple	1757					Inner Temple	London
4643	Winchester						Winchester College School	Winchester
4643	Harrow						Harrow School	London
4643	Gottingen U.	1752					Göttingen University	Göttingen
4655	Paris							Paris
4655	Bordeaux							Bordeaux
4655	Turin							Turin
4658	Wadham Oxf.	1719					Wadham College, Oxford	Oxford
4658				BD	1759			
4659	Winchester						Winchester College School	Winchester
4659	Peterhouse Camb.	1741					Peterhouse College, Cambridge	Cambridge
4664	St John's Camb.	1747					St John's College, Cambridge	Cambridge
4664	M.Temple	1747					Middle Temple	London
4668	Ch.Ch. Oxf.	1787					Church Christ College, Oxford	Oxford
4668				BD	1801			
4669	Eton						Eton College School	Eton
4669	Exeter Oxf.	1726					Exeter College, Oxford	Oxford
4670	Douai	1737					Douai College	Douai
4671	Eton						Eton College School	Eton
4671	Magd. Oxf.	1766					Magdalene College, Oxford	Oxford
4675	Oriel Oxf.	1764					Oriel College, Oxford	Oxford
4680	G.Inn	1772					Gray's Inn	London
4686	Trin. Hall Camb.						Trinity Hall College, Cambridge	Cambridge
4691	Westminster						Westminster School	Westminster, London
4691	Trin. Camb.	1757					Trinity College, Cambridge	Cambridge
4695						William Cheselden		
4695	St Thomas' hosp.						St Thomas's Hospital Medical School	London
4695	Basle			MD	1733			Basel
4695	Liège			MD	1734			Liège
4695	Cologne			MD	1734			Cologne
4697						Hayman		
4697	St Martin's Lane Academy						St Martin's Lane Academy	London
4709	Eton						Eton College School	Eton
4725	RA Schools	1786					Royal Academy Schools	London
4728	Queen's Oxf.	1758					Queen's College, Oxford	Oxford
4742	Ch.Ch. Oxf.	1758					Church Christ College, Oxford	Oxford
4742				DCL	1770			
4746	RA Schools	1790					Royal Academy Schools	London
4746		1791				Opie		
4747	Edinburgh U.	1715					Edinburgh University	Edinburgh
4751	Queen's Oxf.	1776					Queen's College, Oxford	Oxford
